69,69(體位)
groin_tendon,腹股溝肌腱
groping,猥褻
ground_vehicle,地面載具
group_hug,團團抱
group_name,團隊名|組名
group_sex,群P|群交
g-string,超細款丁字褲
guided_breast_grab,把對方的手抓過來摸自己的胸
guided_penetration,抓住男性器插入自己
guitar_case,吉他套
gunblade,槍刃
gusset,(縫在衣服上以放大、加固等的)襯料
gyaru,辣妹
gym_leader,體操隊隊長
gym_shirt,體操服
gym_shorts,體操短褲
gym_storeroom,體育倉庫
h&k_hk416,HK416
habit,修道服
hachimaki,紮頭巾(名詞)
hadanugi_dousa,光膀子
hagoita,羽子板
hagoromo,羽衣
hair_beads,發珠
hair_behind_ear,耳後有頭髮
hair_bell,頭髮上系著鈴鐺
hair_between_eyes,延伸到兩眼之間的劉海
hair_bobbles,頭繩
hair_bow,蝴蝶結發圈
hair_brush,梳子
hair_brushing,梳頭
hair_bun,髮髻|團子頭
hair_censor,頭髮遮住了乳頭(三點)
hair_cubes,捆發珠
hair_down,披下來的頭髮
hair_flaps,在擺動的頭髮
hair_flip,撥頭髮
hair_flower,頭髮上別著花
hair_grab,抓著頭髮
hair_in_mouth,嘴裏有頭髮
hair_intakes,進氣口髮型
hair_ornament,發飾
hair_over_breasts,頭髮披在胸上
hair_over_eyes,頭髮遮著雙眼
hair_over_one_eye,頭髮遮住了一隻眼睛
hair_over_shoulder,披肩髮
hair_pull,扯著頭髮
hair_pulled_back,頭髮往後紮
hair_rings,飛仙髻
hair_scrunchie,發圈|發束
hair_slicked_back,頭髮往後捋|往後梳的頭髮|背頭髮型
hair_spread_out,散開的頭髮
hair_stick,發簪
hair_strand,強調一縷一縷感的髮型|發絲
hair_tie,發帶
hair_tie_in_mouth,將系頭髮的東西叼在嘴裏
hair_tubes,束發套
hair_tucking,撩頭髮
hair_twirling,手指卷著頭髮
hair_up,盤起來的頭髮
hairdressing,梳理頭髮|紮辮子
hairlocs,髒辮
hairpin,一種髮卡夾成的髮型特徵
hairpods,頭髮上成對的像無線藍牙的發飾
hakama,袴|腿衣
hakama_skirt,袴裙
hakurei_reimu_(cosplay),角色cos靈夢
halberd,戟
half_gloves,很短的手套|半截手套
half_updo,女神式髮型|公主辮
half-closed_eye,半閉的眼睛(單眼)
half-closed_eyes,半閉的雙眼
halftone,一種漫畫中常見的網點狀的組色組圖畫法
halftone_background,網點圖背景
halloween_costume,萬聖節裝扮
halter_dress,繞頸裙|襯衣式連衣裙|露背吊帶裙
halter_top,吊帶式的上身的服飾
halterneck,繞頸系帶
hamaya,破魔矢
hammer,錘子
hammer_and_sickle,錘子和鐮刀
hamster,倉鼠
hanasakigawa_school_uniform,花咲川女子學園
hanbok,朝鮮服飾
hand_between_breasts,手放在胸前
hand_between_legs,手放在兩腿之間
hand_gesture,做手勢
hand_in_another's_hair,手放在對方的頭髮上
hand_in_hair,手埋在頭髮裏
hand_in_panties,手伸進內褲裏
hand_in_pocket,手插在口袋裏
hand_mirror,手鏡
hand_net,手裏拿著捕蟲網
hand_on_another's_cheek,手摸著對方的臉頰
hand_on_another's_chest,手放在對方的胸前
hand_on_another's_chin,手托著對方的下巴
hand_on_another's_face,手接觸到對方的臉
hand_on_another's_head,手放在對方的頭上
hand_on_another's_shoulder,手放在對方的肩上
hand_on_another's_stomach,手放在對方的肚子上
hand_on_ass,手放在屁股上
hand_on_head,手放在頭上
hand_on_headwear,手觸碰帽子
hand_on_hilt,手擱在刀柄上
hand_on_hip,手叉著腰|手擱在腰上
hand_on_own_cheek,把手放在自己的臉頰上
hand_on_own_chest,把手放在自己的胸口
hand_on_own_chin,手碰著自己的下巴
hand_on_own_face,把手放在自己臉上
hand_on_own_knee,手放在自己的膝蓋上
hand_on_own_stomach,把手放在自己的肚子上
hand_on_shoulder,手放在肩上
hand_over_own_mouth,手掩著嘴
hand_puppet,手上套著玩偶
hand_to_own_mouth,手朝向自己嘴
hand_under_shirt,手伸進襯衫下面
hand_up,抬起手
handbag,手提包
handheld_game_console,手裏拿著遊戲機
handkerchief,手帕
hands,手|雙手
hands_clasped,雙手手指交叉|雙手緊握
hands_in_opposite_sleeves,雙手交叉伸進袖子裏
hands_in_pockets,雙手插在兜裏
hands_on_another's_cheeks,雙手放在對方的臉頰上
hands_on_another's_face,雙手放在別人的臉上
hands_on_another's_shoulders,雙手放在別人的肩膀上
hands_on_ass,雙手放在屁股上
hands_on_feet,雙手放在腳上
hands_on_headwear,雙手碰到頭上的飾物
hands_on_hilt,雙手搭在刀柄上
hands_on_hips,雙手叉腰|雙手擱在腰上
hands_on_lap,雙手放在兩腿之間
hands_on_own_cheeks,雙手放在自己的臉頰上
hands_on_own_chest,雙手放在自己的胸口
hands_on_own_face,雙手放在自己的臉上
hands_on_own_head,雙手放在自己的頭上
hands_on_own_knees,雙手放在自己的膝蓋上
hands_on_own_stomach,雙手放在自己的肚子上
hands_on_own_thighs,雙手放在自己的大腿上
hands_on_shoulders,雙手搭在兩肩
hands_together,雙手合十|自己的雙手碰一起
hands_up,雙手朝上|雙手抬起|雙手舉起
handstand,倒立
hanetsuki,板羽球
hanfu,漢服
hanging,吊起來的
hanging_breasts,(俯身)雙乳下垂
hanten_(clothes),袢纏
haori,羽織
happi,法被
happy,快樂|幸福
happy_birthday,生日快樂
happy_halloween,萬聖節快樂
happy_new_year,新年快樂
happy_tears,開心的眼淚
happy_valentine,情人節快樂
harem_outfit,舞娘服
harem_pants,燈籠褲
harness,背帶
harp,豎琴
harpy,有翼人|半人半鳥|鳥人族
harvin,矮人族
hat,帽子
hat_bow,帶有蝴蝶結的帽子
hat_feather,帶有羽毛的帽子
hat_flower,帶著花的帽子
hat_ornament,帶有飾物的帽子
hat_over_one_eye,帽子遮住了一隻眼
hat_removed,帽子被摘下|摘下帽子
hat_ribbon,帶有緞帶的帽子
hat_tip,捏著帽檐
hat_with_ears,自帶耳朵的帽子
hatchet,短斧
hatching_(texture),線影法(紋理)
hatsune_miku_(cosplay),cos成初音未來
hauchiwa,天狗葉扇
hawaiian_shirt,夏威夷衫
head,頭
head_back,弓背高潮
head_between_breasts,頭埋在胸裏|洗面乳
head_bump,頭上起包
head_down,低著頭
head_fins,魚人耳|人魚耳|鰭狀耳朵
head_mounted_display,戴著頭戴顯示設備
head_out_of_frame,一部分頭部沒畫進框裏
head_rest,枕著頭|托著頭
head_scarf,包頭巾(名詞)
head_tilt,歪著頭
head_wings,頭上有翅膀
head_wreath,頭上戴著花冠
headband,紮頭巾(名詞)
headdress,頭部穿戴物(偏籠統)
headgear,頭部飾品(含一定科幻元素)
headless,無頭
headphones,耳機
headphones_around_neck,耳機掛在脖子上
headpiece,裝飾性頭飾(偏幻想和民族風飾品)
headset,頭戴式耳機
heads-up_display,狀態條(遊戲和科幻風格)
headwear,頭飾(偏衣物類)
headwear_removed,頭飾被摘下|摘下頭飾
health_bar,血量槽|HP|血條
heart,心|心形|愛心
heart_ahoge,心形呆毛
heart_background,含心形的背景|桃色背景
heart_censor,心形馬賽克
heart_choker,心形項圈
heart_cutout,衣服上有心形的開口
heart_earrings,心形耳環
heart_hair_ornament,心形發飾
heart_hands,雙手比心
heart_hands_duo,兩個人一起用手比心
heart_in_eye,眼裏冒愛心
heart_in_mouth,嘴裏畫著愛心|心形化的舌頭
heart_lock_(kantai_collection),艦娘鎖(艦C)
heart_necklace,心形項鏈
heart_of_string,串成心形的繩子(或線條)
heart_pasties,心形乳貼
heart_pillow,心形枕頭
heart_print,心形圖案|心形印花
heart_tail,心形尾巴|心形尾尖|尾巴擺出心形
heart_tattoo,心形紋身
heartbeat,心跳|表現出心動的文字
heart-shaped_box,心形盒子
heart-shaped_eyewear,心形眼鏡
heart-shaped_lock,心形鎖
heart-shaped_pupils,心形瞳孔|心形眼
heavy_breathing,喘粗氣
heckler_&_koch,黑克勒-科赫制系列武器
height_difference,身高差
helicopter,直升機
helm,戴著頭盔的
helmet,頭盔|頭部裝甲|頭部防護罩
helmet_removed,摘下頭盔|被摘下的頭盔
henshin,變身
heroic_spirit_festival_outfit,英靈節日裝
heroic_spirit_traveling_outfit,英靈旅裝
hetero,異性戀
hexagon,六邊形
hexagram,六角星
hibiscus,扶桑花
hidden_face,沒有露臉|被擋住的臉
hiding,躲藏
high_collar,高領
high_contrast,高對比度
high_heel_boots,高跟靴
high_kick,高踢|高抬腿
high_ponytail,高馬尾
highleg,高開衩的衣物
highleg_bikini,高開衩的比基尼
highleg_leotard,高開衩的連身衣
highleg_panties,高開衩的內褲
highleg_swimsuit,高開衩的泳衣
highlights,挑染
high-waist_skirt,高腰裙
hikarizaka_private_high_school_uniform,私立光阪高等學校校服
hikimayu,引眉
hill,小山坡
hip_bones,髖骨
hip_focus,臀部為焦點
hip_vent,服裝露出髖部側面
hirschgeweih_antennas,八木天線
hishaku,舀子
hitodama,人魂
hits,點擊量、閱覽數、關注數(賀圖)
hitting,擊打
holding_animal,抱著動物
holding_arrow,拉著弓
holding_axe,握著斧頭
holding_bag,提著包
holding_ball,抱著球
holding_basket,提著籃子
holding_book,捧著書
holding_bottle,拿著瓶子
holding_bouquet,手捧花束
holding_bow_(weapon),拿著弓(武器)
holding_bowl,端著碗
holding_box,端著箱子
holding_breath,憋氣
holding_broom,手持掃帚
holding_camera,手持攝像機
holding_can,拿著易開罐
holding_candy,手持糖果
holding_card,手持卡片
holding_cat,抱著貓
holding_chopsticks,拿著筷子
holding_cigarette,手叼香煙
holding_clothes,拿著衣服
holding_condom,拿著避孕套
holding_cup,手持杯子
holding_dagger,手持匕首
holding_doll,抱著玩偶
holding_eyewear,拿著眼鏡|正在摘眼鏡
holding_fan,拿著扇子
holding_flag,手持旗幟
holding_flower,拿著花
holding_food,拿著食物
holding_fork,拿著餐叉
holding_fruit,拿著水果
holding_gift,拿著禮物
holding_gun,拿著槍
holding_hair,握著頭髮|手指繞著頭髮
holding_hat,拿著帽子
holding_head,手裏捧著頭
holding_helmet,拿著頭盔
holding_innertube,拿著泳圈
holding_instrument,拿著樂器
holding_knife,拿著刀
holding_leaf,拿著葉子
holding_lollipop,拿著棒棒糖
holding_mask,拿著面具
holding_microphone,拿著麥克風
holding_needle,拿著縫衣針
holding_own_foot,握著自己的腳
holding_paintbrush,手握畫筆
holding_panties,拿著內褲
holding_paper,拿著紙
holding_pen,握筆
holding_pencil,手持鉛筆
holding_phone,拿著手機
holding_pillow,抱著枕頭
holding_pipe,拿著煙斗
holding_pizza,拿著披薩
holding_plate,端著碟子
holding_poke_ball,拿著精靈球
holding_pokemon,抱著寶可夢
holding_polearm,手持長柄武器
holding_sack,拎著包袱
holding_scythe,手持鐮刀
holding_sheath,握著刀鞘
holding_shield,手持盾牌
holding_shoes,拿著鞋子
holding_sign,手持招牌
holding_spear,手持長矛
holding_spoon,拿著湯勺
holding_staff,手持法杖
holding_strap,手拉著吊帶
holding_stuffed_animal,抱著毛絨玩具
holding_stylus,手持手寫筆
holding_sword,手持劍
holding_syringe,手持注射器
holding_towel,拿著毛巾
holding_tray,托著盤子
holding_umbrella,撐傘
holding_underwear,手持內衣
holding_wand,握著棒子
holding_weapon,手持武器
holding_whip,握著鞭子
holly,冬青
hologram,全息圖片
holographic_interface,全息投影
holster,武裝帶
homu,嘟嘴|抿嘴
homurahara_academy_uniform,穗群原學園制服
honey,蜂蜜
honeycomb_(pattern),蜂窩風格圖案
honeycomb_background,蜂窩風格背景
hood_down,放下的兜帽
hood_up,戴起來的兜帽
hooded_cape,連帽斗篷
hooded_cloak,連帽披巾
hooded_coat,連帽外套
hooded_jacket,連帽夾克
hooded_sweater,連帽毛衣
hooded_track_jacket,連帽運動夾克
hoodie,連帽衫
hoop,鐵環
hoop_earrings,環狀耳環
hooves,蹄子
horizon,地平線
horizontal_pupils,一字型瞳孔|蛙眼
horizontal_stripes,水準條紋
horn_bow,系著蝴蝶結的角
horn_ornament,角上有飾物
horn_ribbon,角上系著緞帶
horned_headwear,角狀頭飾
horned_helmet,帶角頭盔
horns_through_headwear,為角留了洞的頭飾
horror_(theme),恐怖(主題)
horse,馬
horse_ears,馬耳
horse_girl,馬娘
horse_tail,馬尾
horseback_riding,騎馬
hose,軟管
hospital_bed,病床
hot,熱的
hot_dog,熱狗
houndstooth,千鳥格紋
hourglass,沙漏
house,房子
how_to,畫法示範
hug_from_behind,從背後抱上來
huge_ahoge,大呆毛
huge_breasts,巨乳(E)
huge_nipples,大乳頭|長乳頭
huge_penis,大陰莖
huge_weapon,大尺寸武器
humanization,擬人化
humiliation,羞辱
hungry,饑餓的
husband_and_wife,夫妻
hydrangea,紫陽花
hypnosis,催眠|催眠術
ice,冰
ice_cream,霜淇淋
ice_cream_cone,霜淇淋筒
ice_cube,冰塊
ice_wings,冰翼
icing,糖霜
id_card,學生證|身份證
identity_censor,眼部打碼
idol,偶像
if_they_mated,假如這兩個角色有孩子了
imagining,在想像的
imminent_kiss,快親上了
imminent_rape,正要被強姦
imminent_sex,正要進行性行為
imminent_vaginal,正要被插入的小穴
imp,小惡魔
impaled,被刺穿的
implied_futanari,暗示其是扶她
implied_sex,其實插進去了吧|遮擋了性交的結合處
implied_yuri,暗示其是女同性戀
impossible_bodysuit,人體彩繪般的緊身衣
impossible_clothes,有不現實的包裹程度的衣服
impossible_dress,過分緊身的衣服
impossible_leotard,人體彩繪般的連身衣
impossible_shirt,貼合程度不合邏輯的襯衫
impossible_swimsuit,人體彩繪般的泳衣
impregnation,受精圖
in_box,在盒子裏的|箱內女孩
in_bucket,(角色)在桶裏
in_container,(角色)在容器裏
in_cup,(角色)在杯子裏
in_food,(角色)在食物裏
in_the_face,有某物沖到臉上
incoming_food,遞食物
incoming_gift,遞禮物
incoming_kiss,等待接吻|獻吻
index_finger_raised,食指抬起
indian_style,盤腿坐
indoors,室內
infinity,無窮|無限符號
inflatable_raft,充氣筏
inflatable_toy,充氣玩具
inflation,隆起的腹部
injury,有傷的
ink,墨水|顏料
ink_tank_(splatoon),顏料罐(噴射戰士)
inline_skates,直排輪溜冰鞋
innertube,泳圈
insect,昆蟲
insect_wings,昆蟲翅膀
inset,插入其他鏡頭或圖片
insignia,證章
instant_loss_2koma,即墮2格漫畫
instrument,樂器
instrument_case,樂器盒
interface_headset,EVA神經連接器
interlocked_fingers,緊扣的雙手
internal_cumshot,內射斷面圖
interracial,跨人種的
interspecies,異種奸|異種愛
intravenous_drip,靜脈滴注
inverted_nipples,內陷乳頭
invisible_chair,隱形椅子
invisible_penis,隱去陰莖
iron_cross,鐵十字架
irrumatio,深喉
is_that_so,so-nanoka(是這樣啊的口癖)
island,島嶼
italian_flag,義大利國旗
italian_text,義大利語
jacket,夾克
jacket_around_waist,用夾克束腰
jacket_on_shoulders,用夾克披肩
jacket_removed,脫下夾克|脫下的夾克
jack-o'-lantern,南瓜燈
jaguar_tail,美洲豹尾巴
japan,日本
japanese_armor,日本鎧甲
japanese_clothes,日式服裝
japanese_flag,日本國旗
japari_bun,加帕裏饅頭
japari_symbol,加帕裏符號
jar,罐子
jealous,嫉妒的
jeans,牛仔褲
jellyfish,水母
jersey,運動衫
jester_cap,小丑帽
jet,噴氣式飛機
jet_black_king_of_knights_ver._shinjuku_1999,漆黑的騎士王ver新宿1999
jeweled_branch_of_hourai,蓬萊玉枝
jewelry,珠寶
jiangshi,僵屍
jingle_bell,鈴鐺
jitome,輕蔑的眼神
joints,關節
jojo_pose,JOJO立
juice_box,盒裝飲料
juliet_sleeves,茱麗葉袖
jumping,跳躍的
jumpsuit,(尤指女式)連衫褲
k/da_(league_of_legends),KDA組合(英雄聯盟)
kabuto,頭盔|甲胄
kagami_mochi,鏡餅
kaijuu,怪獸
kamina_shades,卡米納墨鏡
kamiyama_high_school_uniform,神山高中校服
kanabou,鬼金棒
kaname_madoka_(cosplay),cos成鹿目圓
kanji,漢字
kanzashi,簪子
kappa,河童
kappougi,(烹飪時穿的)罩衫
karakasa_obake,唐傘妖怪
karaoke,卡拉OK
karasu_tengu,烏天狗
kariginu,狩衣
katana,日本刀
keep_out,KEEP-OUT警戒線
keizoku_military_uniform,繼續高中軍服
keizoku_school_uniform,繼續高中校服
kemonomimi_mode,獸耳模式
kerchief,方頭巾
kesa,袈裟
ketchup,番茄醬
kettle,水壺
key,鑰匙
keyboard_(computer),電腦鍵盤
keyboard_(instrument),鍵盤樂器
keychain,鑰匙扣
keyhole,鎖扣
keystone,要石
kickboard,提水板
kicking,踢
kigurumi,玩偶裝
kimono,和服
kimono_lift,掀起和服
kimono_pull,剝開和服
kimono_skirt,和服裙
kindergarten_uniform,幼稚園制服
kine,杵
king_(chess),國王(國際象棋)
kirisame_marisa_(cosplay),cos成霧雨魔理沙
kiseru,煙斗
kiss,吻|親吻|接吻
kita_high_school_uniform,縣立北高校制服|縣立北高校(涼宮春日的憂鬱)
kitchen,廚房
kitsune,妖狐
kiyosumi_school_uniform,清澄高中校服
knee_pads,護膝
knee_up,頂起膝蓋
kneehighs,及膝襪
knees,膝蓋
knees_on_chest,膝蓋蜷到胸前
knees_to_chest,膝蓋頂到胸部
knees_together_feet_apart,雙膝併攏雙腳分開
knees_up,頂起雙膝
knife,小刀
knight,騎士
knight_(chess),騎士(國際象棋)
kogal,小辣妹
konohagakure_symbol,木葉村標誌
korean_clothes,韓服
korean_text,韓文
kotatsu,被爐
kote,小手
kotoyoro,新年問候
kourindou_tengu_costume,香霖堂天狗裝束
kunai,苦無
kuromorimine_military_uniform,黑森峰女子學園軍服
kuromorimine_school_uniform,黑森峰女子學園校服
kusazuri,腹當|草摺
kyuubi,九尾|九尾狐
kyuudou,弓道
labcoat,白大褂
labia,陰唇
lace,蕾絲
lace_bra,蕾絲胸罩
lace_panties,蕾絲內褲
lace_trim,蕾絲鑲邊
lace-trimmed_bra,蕾絲邊胸罩
lace-trimmed_dress,蕾絲邊連衣裙
lace-trimmed_gloves,蕾絲邊手套
lace-trimmed_hairband,蕾絲邊發帶
lace-trimmed_legwear,蕾絲邊褲襪
lace-trimmed_panties,蕾絲邊內褲
lace-trimmed_skirt,蕾絲邊短裙
lace-trimmed_sleeves,蕾絲邊袖子
lace-up_boots,系帶靴
lactation,母乳|搾乳|噴乳
lactation_through_clothes,隔著衣服泌乳
ladder,梯子
ladle,長柄勺
ladybug,瓢蟲
laevatein,禁忌“萊瓦汀”
lake,湖
lamia,蛇娘
lamp,燈
lamppost,路燈
lance,(古騎兵的)長矛|長槍
landscape,景觀
lanyard,掛繩
laptop,筆記本電腦
large_areolae,大乳暈
large_bow,大蝴蝶結
large_breasts,巨乳
large_hat,大帽子
large_insertion,巨根插入
large_penis,大陰莖
large_tail,大尾巴
large_wings,大翅膀
laser,鐳射
latex,膠衣
latex_gloves,乳膠手套
latin_cross,拉丁式十字架
laughing,在笑的
laundry,洗衣店
laurel_crown,桂冠
layered_bikini,分層比基尼
layered_clothing,分層服裝
layered_dress,分層連衣裙
layered_skirt,分層的半裙
layered_sleeves,分層的衣袖
leaf,葉子
leaf_hair_ornament,葉子發飾
leaf_on_head,頭上的葉子
leaf_print,葉子印花
leaf_umbrella,葉傘|當傘用的葉子
leaning,倚靠|身體傾斜
leaning_back,身體往後靠
